"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"6","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","7524","Avoid really long methods.","Design","ExcessiveMethodLength"
"7","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","7658","Avoid really long methods.","Design","ExcessiveMethodLength"
"8","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","7800","Avoid really long methods.","Design","ExcessiveMethodLength"
"9","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","11352","Avoid really long methods.","Design","ExcessiveMethodLength"
"10","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","11521","Avoid really long methods.","Design","ExcessiveMethodLength"
"11","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","11800","Avoid really long methods.","Design","ExcessiveMethodLength"
"12","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","12012","Avoid really long methods.","Design","ExcessiveMethodLength"
"13","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","12147","Avoid really long methods.","Design","ExcessiveMethodLength"
"14","org.apache.accumulo.core.tabletserver.thrift","D:\mlcq\data\TabletClientService.java","3","12278","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.hadoop.hive.llap.daemon.impl","D:\mlcq\data\TaskRunnerCallable.java","3","191","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.derbyTesting.system.nstest.tester","D:\mlcq\data\TesterObject.java","3","220","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.fop.layoutmgr.inline","D:\mlcq\data\TextLayoutManager.java","3","748","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.openejb.cdi","D:\mlcq\data\ThreadSingletonServiceImpl.java","3","102","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.hadoop.hive.metastore.api","D:\mlcq\data\ThriftHiveMetastore (1).java","3","14990","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.apache.hadoop.hive.metastore.api","D:\mlcq\data\ThriftHiveMetastore (1).java","3","20927","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.apache.hadoop.hive.metastore.api","D:\mlcq\data\ThriftHiveMetastore (1).java","3","58278","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.hadoop.hive.metastore.api","D:\mlcq\data\ThriftHiveMetastore.java","3","14990","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.apache.hadoop.hive.metastore.api","D:\mlcq\data\ThriftHiveMetastore.java","3","20927","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.apache.hadoop.hive.metastore.api","D:\mlcq\data\ThriftHiveMetastore.java","3","58278","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.brooklyn.util.time","D:\mlcq\data\Time.java","3","694","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.batik.anim.timing","D:\mlcq\data\TimedElement.java","3","601","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.apache.batik.anim.timing","D:\mlcq\data\TimedElement.java","3","897","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","software.amazon.ion","D:\mlcq\data\Timestamp.java","3","867","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.xalan.transformer","D:\mlcq\data\TransformerImpl.java","3","536","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.apache.xalan.transformer","D:\mlcq\data\TransformerImpl.java","3","952","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.apache.xalan.transformer","D:\mlcq\data\TransformerImpl.java","3","1183","Avoid really long methods.","Design","ExcessiveMethodLength"
"4","org.apache.xalan.transformer","D:\mlcq\data\TransformerImpl.java","3","1960","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.che.ide.ui.tree","D:\mlcq\data\Tree.java","3","356","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.jdt.core.tests.model","D:\mlcq\data\TypeHierarchyTests.java","3","70","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.eclipse.jdt.core.tests.model","D:\mlcq\data\TypeHierarchyTests.java","3","3110","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","com.sun.tools.javac.code","D:\mlcq\data\Types.java","3","3671","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.milo.opcua.sdk.server.namespaces.loader","D:\mlcq\data\UaVariableLoader (1).java","3","274","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.eclipse.milo.opcua.sdk.server.namespaces.loader","D:\mlcq\data\UaVariableLoader (1).java","3","13076","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.eclipse.milo.opcua.sdk.server.namespaces.loader","D:\mlcq\data\UaVariableLoader (1).java","3","15434","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.milo.opcua.sdk.server.namespaces.loader","D:\mlcq\data\UaVariableLoader.java","3","274","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.eclipse.milo.opcua.sdk.server.namespaces.loader","D:\mlcq\data\UaVariableLoader.java","3","13076","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.eclipse.milo.opcua.sdk.server.namespaces.loader","D:\mlcq\data\UaVariableLoader.java","3","15434","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.cloudfoundry.identity.uaa.oauth","D:\mlcq\data\UaaAuthorizationEndpoint.java","3","127","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","android.icu.text","D:\mlcq\data\UnicodeSet.java","3","2405","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","android.icu.text","D:\mlcq\data\UnicodeSet.java","3","3363","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.wst.xsd.ui.internal.common.commands","D:\mlcq\data\UpdateStringLengthFacetCommand.java","3","45","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.jgit.transport","D:\mlcq\data\UploadPack.java","3","941","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.eclipse.jgit.transport","D:\mlcq\data\UploadPack.java","3","1097","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.eclipse.jgit.transport","D:\mlcq\data\UploadPack.java","3","2062","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.grails.ide.eclipse.editor.actions","D:\mlcq\data\UrlMappingHyperlinkDetector.java","3","164","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.drill.exec.proto","D:\mlcq\data\UserBitShared.java","3","16070","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.apache.drill.exec.proto","D:\mlcq\data\UserBitShared.java","3","17088","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.apache.drill.exec.proto","D:\mlcq\data\UserBitShared.java","3","17210","Avoid really long methods.","Design","ExcessiveMethodLength"
"4","org.apache.drill.exec.proto","D:\mlcq\data\UserBitShared.java","3","17525","Avoid really long methods.","Design","ExcessiveMethodLength"
"5","org.apache.drill.exec.proto","D:\mlcq\data\UserBitShared.java","3","17677","Avoid really long methods.","Design","ExcessiveMethodLength"
"6","org.apache.drill.exec.proto","D:\mlcq\data\UserBitShared.java","3","20431","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","6326","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","10693","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","23838","Avoid really long methods.","Design","ExcessiveMethodLength"
"4","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","28199","Avoid really long methods.","Design","ExcessiveMethodLength"
"5","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","29202","Avoid really long methods.","Design","ExcessiveMethodLength"
"6","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","36871","Avoid really long methods.","Design","ExcessiveMethodLength"
"7","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","39152","Avoid really long methods.","Design","ExcessiveMethodLength"
"8","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","39308","Avoid really long methods.","Design","ExcessiveMethodLength"
"9","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","39561","Avoid really long methods.","Design","ExcessiveMethodLength"
"10","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","39779","Avoid really long methods.","Design","ExcessiveMethodLength"
"11","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","40126","Avoid really long methods.","Design","ExcessiveMethodLength"
"12","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","40256","Avoid really long methods.","Design","ExcessiveMethodLength"
"13","org.apache.drill.exec.proto","D:\mlcq\data\UserProtos.java","3","40526","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","android.icu.util","D:\mlcq\data\VTimeZone.java","3","532","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","android.icu.util","D:\mlcq\data\VTimeZone.java","3","832","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","android.icu.util","D:\mlcq\data\VTimeZone.java","3","1037","Avoid really long methods.","Design","ExcessiveMethodLength"
"4","android.icu.util","D:\mlcq\data\VTimeZone.java","3","1216","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.directory.fortress.core.util","D:\mlcq\data\VUtil.java","3","560","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.wiki.providers","D:\mlcq\data\VersioningFileProvider.java","3","420","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.tez.dag.app.dag.impl","D:\mlcq\data\VertexImpl.java","3","872","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.apache.tez.dag.app.dag.impl","D:\mlcq\data\VertexImpl.java","3","1748","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.apache.tez.dag.app.dag.impl","D:\mlcq\data\VertexImpl.java","3","2677","Avoid really long methods.","Design","ExcessiveMethodLength"
"4","org.apache.tez.dag.app.dag.impl","D:\mlcq\data\VertexImpl.java","3","2892","Avoid really long methods.","Design","ExcessiveMethodLength"
"5","org.apache.tez.dag.app.dag.impl","D:\mlcq\data\VertexImpl.java","3","3779","Avoid really long methods.","Design","ExcessiveMethodLength"
"6","org.apache.tez.dag.app.dag.impl","D:\mlcq\data\VertexImpl.java","3","3901","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","587","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","781","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","1267","Avoid really long methods.","Design","ExcessiveMethodLength"
"4","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","1730","Avoid really long methods.","Design","ExcessiveMethodLength"
"5","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","1899","Avoid really long methods.","Design","ExcessiveMethodLength"
"6","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","2678","Avoid really long methods.","Design","ExcessiveMethodLength"
"7","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","3185","Avoid really long methods.","Design","ExcessiveMethodLength"
"8","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","3481","Avoid really long methods.","Design","ExcessiveMethodLength"
"9","org.apache.manifoldcf.crawler.connectors.webcrawler","D:\mlcq\data\WebcrawlerConnector.java","3","5665","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.ui.internal","D:\mlcq\data\Workbench.java","3","1537","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","org.eclipse.ui.internal","D:\mlcq\data\Workbench.java","3","1791","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","org.eclipse.ui.internal","D:\mlcq\data\Workbench.java","3","2083","Avoid really long methods.","Design","ExcessiveMethodLength"
"4","org.eclipse.ui.internal","D:\mlcq\data\Workbench.java","3","2530","Avoid really long methods.","Design","ExcessiveMethodLength"
"5","org.eclipse.ui.internal","D:\mlcq\data\Workbench.java","3","2818","Avoid really long methods.","Design","ExcessiveMethodLength"
"6","org.eclipse.ui.internal","D:\mlcq\data\Workbench.java","3","2930","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","sun.awt.X11","D:\mlcq\data\XListPeer.java","3","794","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","sun.awt.X11","D:\mlcq\data\XListPeer.java","3","1100","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","com.sun.org.apache.xerces.internal.impl.xs","D:\mlcq\data\XMLSchemaLoader.java","3","759","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","com.sun.org.apache.xerces.internal.impl.xs","D:\mlcq\data\XMLSchemaLoader.java","3","1000","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.apache.ode.bpel.elang.xquery10.compiler","D:\mlcq\data\XQuery10ExpressionCompilerImpl.java","3","147","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.xtext.xbase.validation","D:\mlcq\data\XbaseValidator.java","3","630","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.eclipse.xtext.xtext.ecoreInference","D:\mlcq\data\Xtext2EcoreTransformer.java","3","393","Avoid really long methods.","Design","ExcessiveMethodLength"
